DataSize,Mean,Variance,Sample
100,0.2,0.05,0.187075785704045
100,0.2,0.05,0.014422040517787418
100,0.2,0.05,0.8105773155804067
100,0.2,0.05,0.12731836098998223
100,0.2,0.05,0.19501209983204934
100,0.2,0.05,0.6907110388658931
100,0.2,0.05,3.935122413493613E-5
100,0.2,0.05,0.327832304130549
100,0.2,0.05,0.017278370425547446
100,0.2,0.05,0.1373074289390379
100,0.2,0.05,0.5858645054960451
100,0.2,0.05,0.5194398207543
100,0.2,0.05,0.16266116384830828
100,0.2,0.05,0.2415415144110881
100,0.2,0.05,0.15362431036857224
100,0.2,0.05,0.015523218729331928
100,0.2,0.05,1.0517603087227755E-4
100,0.2,0.05,0.1895921456216769
100,0.2,0.05,0.36833697202411825
100,0.2,0.05,0.2909062955030474
100,0.2,0.05,0.10302544930308119
100,0.2,0.05,6.774468362053177E-4
100,0.2,0.05,0.045183774930245786
100,0.2,0.05,0.43024073902439286
100,0.2,0.05,0.06643483555236121
100,0.2,0.05,0.5756853730821395
100,0.2,0.05,0.030124178689872817
100,0.2,0.05,0.8663993747205734
100,0.2,0.05,0.09984518213438665
100,0.2,0.05,0.15545133547562534
100,0.2,0.05,0.06252834367964245
100,0.2,0.05,0.010797761667691048
100,0.2,0.05,0.029644688294256972
100,0.2,0.05,0.24674867315668625
100,0.2,0.05,0.004501829755910102
100,0.2,0.05,0.3328083831226736
100,0.2,0.05,0.841275196085747
100,0.2,0.05,0.00774412467267823
100,0.2,0.05,0.22693268760890817
100,0.2,0.05,0.19907614399197335
100,0.2,0.05,0.005324081572814993
100,0.2,0.05,0.7837003287342792
100,0.2,0.05,0.021691288016942735
100,0.2,0.05,0.6152415029572719
100,0.2,0.05,0.46504191644362397
100,0.2,0.05,0.5807387352904902
100,0.2,0.05,0.18805593466063855
100,0.2,0.05,0.26475762251015394
100,0.2,0.05,0.2976187503033498
100,0.2,0.05,0.17955856005700657
100,0.2,0.05,0.12192499864349943
100,0.2,0.05,0.2680023701727146
100,0.2,0.05,0.023732577849157454
100,0.2,0.05,0.015792999794176928
100,0.2,0.05,0.38714762857775464
100,0.2,0.05,0.22933787008912443
100,0.2,0.05,0.0014110411171042463
100,0.2,0.05,0.4444695841261368
100,0.2,0.05,0.014415833528425211
100,0.2,0.05,0.027381439317128383
100,0.2,0.05,0.2546396833370772
100,0.2,0.05,0.46285472862816257
100,0.2,0.05,0.1176047815314704
100,0.2,0.05,0.017807019414489693
100,0.2,0.05,0.02328402156187308
100,0.2,0.05,0.010717824715317795
100,0.2,0.05,0.3352142831367136
100,0.2,0.05,0.11724151758893762
100,0.2,0.05,0.03649199366576375
100,0.2,0.05,0.016242099895440974
100,0.2,0.05,0.7085349292916786
100,0.2,0.05,0.02158867125414961
